Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDO19,17.7,1,50.1034,OUT010,97.2068,20,Low Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDG12,12.792854228644991,3,121.3098,OUT019,120.5098,33,,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
FDG53,10.0,1,140.618,OUT018,2376.906,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDK36,7.09,1,47.6034,OUT046,1458.102,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDR55,12.15,0,189.5872,OUT046,3403.5696,21,High Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDV16,7.75,2,34.5558,OUT017,441.4254,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDS31,12.792854228644991,1,178.4318,OUT027,2526.0452,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
NCK06,5.03,1,122.2756,OUT013,2059.9852,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDN03,9.8,1,249.6408,OUT046,1001.3632,21,Low Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
NCT30,12.792854228644991,0,47.1718,OUT019,141.8154,33,High Viz,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
FDE11,17.7,3,183.5924,OUT035,7033.5112,14,,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDM03,12.65,2,106.0938,OUT035,2679.845,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCP05,19.6,3,150.3024,OUT018,2580.6408,9,,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDJ41,6.85,1,261.2594,OUT046,2878.2534,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDR47,12.792854228644991,2,196.7794,OUT027,6242.5408,33,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDK36,7.09,1,50.4034,OUT017,340.2238,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDQ23,6.55,1,103.3332,OUT017,2050.664,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCK42,12.792854228644991,1,215.9192,OUT027,7334.4528,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCO06,19.25,0,35.9558,OUT010,67.9116,20,High Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
FDV24,5.635,2,149.905,OUT018,2546.685,9,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDK40,7.035,1,262.091,OUT046,4207.856,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDT23,7.72,2,77.5986,OUT046,1947.465,21,Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDB50,13.0,0,77.9986,OUT018,1168.479,9,High Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCF43,8.51,3,142.147,OUT049,1717.764,19,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDU26,12.792854228644991,1,119.0782,OUT027,1549.3166,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDC10,9.8,2,121.6098,OUT049,1566.6274,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDK51,19.85,1,266.1884,OUT049,3179.8608,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDV09,12.1,1,146.6734,OUT010,296.9468,20,Low Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
DRL37,15.5,1,43.677,OUT049,562.601,19,Low Viz,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FDQ45,9.5,3,182.3608,OUT010,1102.5648,20,,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDO45,12.792854228644991,1,88.5856,OUT027,1845.5976,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDP27,8.155,2,190.853,OUT035,2466.789,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCE07,8.18,1,143.1154,OUT018,1843.6002,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDL26,12.792854228644991,2,155.2972,OUT027,5141.3076,33,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDL09,19.6,2,169.2816,OUT049,1174.4712,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
NCA17,20.6,3,148.8392,OUT046,2684.5056,21,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
NCL29,9.695,2,156.4604,OUT017,2535.3664,11,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDS20,8.85,1,183.9292,OUT017,2918.8672,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCD19,8.93,3,53.2614,OUT049,552.614,19,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
FDF05,17.5,1,261.291,OUT049,3418.883,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDI44,16.1,2,78.4328,OUT017,1467.4232,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCY29,13.65,2,54.693,OUT045,679.116,16,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDC60,5.425,0,87.0514,OUT010,88.5514,20,High Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
DRL49,13.15,1,140.5812,OUT045,427.4436,16,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
FDT39,6.26,1,152.8366,OUT017,3778.415,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDE50,19.7,1,186.4556,OUT045,5069.4012,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDK25,12.792854228644991,0,169.3474,OUT027,3874.2902,33,High Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
DRK13,11.8,2,199.7084,OUT018,3571.3512,9,Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
DRD24,13.85,1,141.0154,OUT018,1701.7848,9,Low Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDX60,14.35,2,80.996,OUT046,1757.712,21,Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDT40,12.792854228644991,0,128.3678,OUT019,127.1678,33,High Viz,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
FDJ20,20.7,2,122.4388,OUT045,1238.388,16,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDI58,7.64,2,91.712,OUT045,2050.664,16,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDX04,19.6,1,47.3376,OUT049,1150.5024,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDK55,18.5,1,87.2172,OUT035,802.9548,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCH06,12.3,2,247.946,OUT017,3202.498,11,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
NCG54,12.1,2,170.8106,OUT045,4619.9862,16,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDN46,7.21,0,102.6332,OUT035,2153.1972,14,High Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDS46,17.6,1,118.2782,OUT017,715.0692,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDM24,6.135,2,152.8366,OUT017,1964.7758,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCC07,19.6,1,104.5964,OUT049,1262.3568,19,Low Viz,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
DRG51,12.1,1,164.9526,OUT045,2302.3364,16,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
NCS53,14.5,2,158.3604,OUT013,1109.2228,31,Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDC33,8.96,2,196.4768,OUT046,2561.9984,21,Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDD14,20.7,0,183.5266,OUT013,4426.2384,31,High Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDJ52,7.145,1,159.8578,OUT049,2246.4092,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDV33,9.6,1,258.3304,OUT045,4133.2864,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDY33,14.5,2,157.4262,OUT045,3978.155,16,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDA57,18.85,1,41.048,OUT045,918.804,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRC27,13.8,1,243.6802,OUT017,1965.4416,11,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
FDA27,20.35,1,256.3672,OUT045,1022.6688,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDO57,20.75,2,159.3578,OUT035,4492.8184,14,Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDZ44,8.185,1,115.8808,OUT035,1523.3504,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDA58,9.395,2,233.6932,OUT013,1414.1592,31,Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
DRB01,7.39,2,187.753,OUT049,1518.024,19,Viz,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FDX45,16.75,2,156.963,OUT018,2816.334,9,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDY12,9.8,0,50.0008,OUT017,506.008,11,High Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCZ29,15.0,2,127.7362,OUT045,1761.7068,16,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDF09,6.215,1,37.4848,OUT018,186.424,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDR48,11.65,0,150.5024,OUT017,3187.8504,11,High Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCH29,5.51,1,95.8726,OUT013,2153.1972,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDN08,7.72,2,117.5466,OUT045,824.9262,16,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCN30,16.35,1,97.441,OUT013,772.328,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDN58,13.8,1,230.9984,OUT013,4633.968,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDF50,4.905,2,197.6768,OUT045,2956.152,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCR54,16.35,2,198.211,OUT046,1964.11,21,Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDQ21,21.25,1,120.8756,OUT046,3150.5656,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDA13,15.85,2,39.9506,OUT013,645.1602,31,Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDY47,8.6,1,128.931,OUT018,1428.141,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCF31,9.13,1,150.2024,OUT013,1821.6288,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDL44,12.792854228644991,1,162.7894,OUT027,5500.8396,33,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDT51,12.792854228644991,1,110.6544,OUT019,223.7088,33,Low Viz,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
NCF31,12.792854228644991,2,153.1024,OUT019,303.6048,33,Viz,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
NCK31,10.895,1,50.6666,OUT046,666.4658,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
DRM47,9.3,1,191.0846,OUT045,1337.5922,16,Low Viz,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
FDL40,17.7,1,97.741,OUT013,1158.492,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDP40,4.555,1,112.7544,OUT035,1789.6704,14,Low Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
NCJ31,19.2,0,241.8196,OUT017,1687.1372,11,High Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDT50,12.792854228644991,2,97.8752,OUT027,2109.2544,33,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDG21,17.35,0,150.405,OUT046,3894.93,21,High Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDM03,12.65,2,108.2938,OUT018,535.969,9,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDO11,8.0,1,247.4092,OUT049,6972.2576,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDX26,17.7,2,181.4292,OUT045,2918.8672,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDF39,14.85,1,261.591,OUT018,2366.919,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDL57,15.1,2,257.9304,OUT035,6458.26,14,Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDO44,12.6,2,110.0228,OUT045,3205.1612,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCY41,16.75,2,34.3532,OUT035,1042.6428,14,Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDL08,10.8,1,246.7144,OUT046,5145.3024,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
NCV30,20.2,2,64.851,OUT046,948.765,21,Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDL45,12.792854228644991,1,126.2704,OUT027,4255.7936,33,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDK09,15.2,2,227.2352,OUT017,4122.6336,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDQ58,7.315,1,153.434,OUT049,459.402,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDA28,16.1,1,127.0362,OUT018,1384.1982,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDA02,12.792854228644991,1,143.1786,OUT019,288.9572,33,Low Viz,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
NCC54,17.75,2,240.4196,OUT013,4579.3724,31,Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDA55,17.2,1,225.4088,OUT018,2460.7968,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCJ43,6.635,1,173.1396,OUT010,348.8792,20,Low Viz,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
NCB19,12.792854228644991,0,86.3882,OUT019,85.8882,33,High Viz,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
FDA19,7.52,1,128.2994,OUT046,3983.4814,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDD35,12.15,1,119.844,OUT013,599.22,31,Low Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDK08,9.195,2,100.1016,OUT018,1113.2176,9,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDN27,12.792854228644991,1,116.9808,OUT027,3866.9664,33,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NCC19,12.792854228644991,2,192.982,OUT027,4633.968,33,Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDL16,12.85,0,47.306,OUT049,1071.938,19,High Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
NCL54,12.792854228644991,2,176.9054,OUT027,4202.5296,33,Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDR33,7.31,1,108.057,OUT049,2087.283,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDD52,18.25,0,108.557,OUT035,1208.427,14,High Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDV33,9.6,1,259.2304,OUT049,4649.9472,19,Low Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDF21,10.3,3,191.153,OUT035,1707.777,14,,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDM56,16.7,3,109.1912,OUT018,545.956,9,,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDB12,11.15,2,103.2648,OUT035,2388.8904,14,Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDI48,11.85,3,51.2666,OUT035,410.1328,14,,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDH09,12.6,1,51.8982,OUT049,473.3838,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDQ36,7.855,3,38.3848,OUT046,932.12,21,,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDY16,18.35,2,184.8266,OUT013,3872.9586,31,Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
NCM43,12.792854228644991,1,164.321,OUT027,5546.114,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDF59,12.5,2,124.902,OUT018,1771.028,9,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCR38,17.25,2,253.4724,OUT035,755.0172,14,Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDY13,12.1,1,78.067,OUT035,2220.443,14,Low Viz,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDC40,16.0,2,76.1986,OUT035,1090.5804,14,Viz,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
FDT11,5.94,1,189.4556,OUT017,1877.556,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDT59,13.65,1,230.2668,OUT018,2994.7684,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCU54,8.88,2,208.427,OUT046,5452.902,21,Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDG34,11.5,1,106.7254,OUT010,542.627,20,Low Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDQ36,7.855,0,39.2848,OUT017,857.5504,11,High Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
DRZ11,8.85,2,122.0388,OUT049,1238.388,19,Viz,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
FDT55,13.6,1,157.0946,OUT017,5522.811,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCV53,8.27,1,241.288,OUT013,5512.824,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDQ33,12.792854228644991,3,151.6708,OUT027,4815.0656,33,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NCJ54,9.895,1,230.8642,OUT013,4414.9198,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDY16,12.792854228644991,0,186.2266,OUT019,1106.5596,33,High Viz,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
NCN07,18.5,1,129.9284,OUT046,1054.6272,21,Low Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDO01,21.1,1,129.7994,OUT018,1284.994,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDP32,6.65,2,126.8678,OUT017,1780.3492,11,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCN07,18.5,1,130.9284,OUT018,1977.426,9,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
DRN47,12.792854228644991,1,180.766,OUT027,3056.022,33,Low Viz,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
NCM18,13.0,2,61.1194,OUT045,2352.9372,16,Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDD40,12.792854228644991,1,193.6162,OUT027,5195.2374,33,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
FDW47,15.0,1,122.8414,OUT046,731.0484,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDI45,13.1,1,175.6054,OUT049,1050.6324,19,Low Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDJ46,11.1,1,174.0054,OUT018,2101.2648,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDD38,16.75,1,100.2674,OUT010,203.7348,20,Low Viz,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
FDS37,7.655,1,117.2492,OUT045,2432.8332,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDY60,10.5,1,145.2128,OUT045,3739.1328,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDP13,8.1,0,41.948,OUT018,199.74,9,High Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDM28,15.7,1,181.366,OUT045,1977.426,16,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDY33,14.5,2,159.7262,OUT017,5728.5432,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCM54,17.7,1,125.5678,OUT013,1398.8458,31,Low Viz,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
FDK04,7.36,1,58.5588,OUT046,801.6232,21,Low Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
NCI42,18.75,1,207.1954,OUT035,1667.1632,14,Low Viz,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDF45,18.2,1,59.9904,OUT018,644.4944,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDN56,5.46,2,144.8786,OUT049,3323.0078,19,Viz,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDR56,15.5,2,196.5768,OUT017,3350.3056,11,Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDX40,12.85,2,39.3164,OUT046,540.6296,21,Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDB34,15.25,1,86.0198,OUT017,2006.0554,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDY47,8.6,1,130.531,OUT045,1298.31,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
DRB01,7.39,2,190.953,OUT013,2466.789,31,Viz,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
FDR51,9.035,0,151.4708,OUT045,2407.5328,16,High Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDR48,11.65,0,152.3024,OUT049,1518.024,19,High Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDZ25,15.7,1,171.179,OUT013,1867.569,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDJ04,18.0,2,120.3124,OUT045,2725.7852,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NCG07,12.792854228644991,1,190.853,OUT027,4554.072,33,Low Viz,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDB52,17.75,1,257.4672,OUT018,3835.008,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDH14,17.1,1,142.0838,OUT045,2528.7084,16,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
NCY17,18.2,0,43.0086,OUT046,758.3462,21,High Viz,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
FDX31,20.35,3,234.4958,OUT045,1402.1748,16,,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDN12,15.6,2,112.3544,OUT046,1006.6896,21,Viz,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDG56,13.3,2,59.7536,OUT018,918.804,9,Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDP23,6.71,1,218.3166,OUT018,5660.6316,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDC47,15.0,2,226.9694,OUT045,6851.082,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDW25,12.792854228644991,1,86.8224,OUT027,1448.7808,33,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NCR42,9.105,1,33.89,OUT045,99.87,16,Low Viz,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
DRO59,11.8,1,75.4012,OUT049,986.7156,19,Low Viz,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
FDT60,12.0,2,124.5388,OUT018,1733.7432,9,Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDE32,20.7,1,37.8506,OUT018,265.6542,9,Low Viz,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDF21,10.3,1,191.553,OUT017,6641.355,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
FDX04,19.6,1,46.0376,OUT013,527.3136,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDC22,6.89,3,193.482,OUT049,2510.066,19,,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
FDD39,16.7,2,216.385,OUT045,3678.545,16,Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRC36,13.0,1,175.0054,OUT046,1926.1594,21,Low Viz,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
DRE01,10.1,0,241.7512,OUT046,5331.7264,21,High Viz,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDP37,15.6,0,130.3994,OUT013,2826.9868,31,High Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
DRI01,7.97,3,173.7422,OUT045,2759.0752,16,,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
NCE19,12.792854228644991,0,54.5956,OUT019,218.3824,33,High Viz,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
NCS30,5.945,3,128.9652,OUT017,1808.3128,11,,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDX31,20.35,1,234.4958,OUT018,3271.7412,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDH47,13.5,2,96.4068,OUT046,2527.3768,21,Viz,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
FDY11,6.71,1,65.0142,OUT018,856.8846,9,Low Viz,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDU23,12.15,1,166.0184,OUT010,330.2368,20,Low Viz,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
FDO19,17.7,1,50.5034,OUT013,1458.102,31,Low Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDP08,20.5,2,193.9478,OUT013,4456.1994,31,Viz,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDX19,19.1,2,235.1958,OUT013,4673.916,31,Viz,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDJ28,12.3,1,191.2162,OUT017,1924.162,11,Low Viz,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDE29,8.905,0,62.0878,OUT049,302.939,19,High Viz,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDC14,14.5,1,40.0454,OUT017,209.727,11,Low Viz,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
